lake,learner,k,rep,worst_metric,diff_val
Lake Erie,XGBoost,5,36,mae_log,8.326672684688674e-17
Lake Erie,MLP,5,36,rer_log,5.551115123125783e-17
Lake Erie,PLSR,10,36,rer_log,5.204170427930421e-17
Lake Erie,XGBoost,10,36,anomaly_r2,1.4551915228366852e-11
Lake Erie,MLP,10,36,anomaly_r2,5.820766091346741e-11
Lake Erie,PLSR,1,37,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,1,37,anomaly_r2,2.7755575615628914e-17
Lake Erie,MLP,1,37,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,3,37,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,37,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,37,rer_log,5.551115123125783e-17
Lake Erie,PLSR,5,37,rer_log,2.7755575615628914e-17
Lake Erie,XGBoost,5,37,mae_log,2.7755575615628914e-17
Lake Erie,MLP,5,37,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,37,mae_log,0.0
Lake Erie,XGBoost,10,37,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,37,rer_log,1.3877787807814457e-17
Lake Erie,PLSR,1,38,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,1,38,anomaly_r2,2.7755575615628914e-17
Lake Erie,MLP,1,38,mae_log,0.0
Lake Erie,PLSR,3,38,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,38,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,3,38,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,38,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,38,mae_log,2.7755575615628914e-17
Lake Erie,MLP,5,38,rer_log,5.551115123125783e-17
Lake Erie,PLSR,10,38,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,38,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,38,rer_log,8.326672684688674e-17
Lake Erie,PLSR,1,39,mae_log,0.0
Lake Erie,XGBoost,1,39,anomaly_r2,2.7755575615628914e-17
Lake Erie,MLP,1,39,rer_log,1.3877787807814457e-17
Lake Erie,PLSR,3,39,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,39,mae_log,5.551115123125783e-17
Lake Erie,MLP,3,39,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,39,mae_log,0.0
Lake Erie,XGBoost,5,39,mae_log,5.551115123125783e-17
Lake Erie,MLP,5,39,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,10,39,rer_log,2.7755575615628914e-17
Lake Erie,XGBoost,10,39,mae_log,0.0
Lake Erie,MLP,10,39,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,40,anomaly_r2,7.275957614183426e-12
Lake Erie,XGBoost,1,40,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,40,rer_log,9.020562075079397e-17
Lake Erie,PLSR,3,40,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,40,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,40,anomaly_r2,1.4210854715202004e-14
Lake Erie,PLSR,5,40,mae_log,0.0
Lake Erie,XGBoost,5,40,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,40,anomaly_r2,3.637978807091713e-12
Lake Erie,PLSR,10,40,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,40,anomaly_r2,1.7763568394002505e-15
Lake Erie,MLP,10,40,mae_log,8.326672684688674e-17
Lake Erie,PLSR,1,41,rer_log,6.245004513516506e-17
Lake Erie,XGBoost,1,41,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,41,mae_log,5.551115123125783e-17
Lake Erie,PLSR,3,41,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,41,mae_log,0.0
Lake Erie,MLP,3,41,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,41,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,41,anomaly_r2,4.163336342344337e-17
Lake Erie,MLP,5,41,anomaly_r2,4.547473508864641e-13
Lake Erie,PLSR,10,41,mae_log,0.0
Lake Erie,XGBoost,10,41,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,41,mae_log,0.0
Lake Erie,PLSR,1,42,mae_log,0.0
Lake Erie,XGBoost,1,42,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,42,anomaly_r2,1.8189894035458565e-12
Lake Erie,PLSR,3,42,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,42,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,42,rer_log,2.7755575615628914e-17
Lake Erie,PLSR,5,42,spearman,5.551115123125783e-17
Lake Erie,XGBoost,5,42,mae_log,0.0
Lake Erie,MLP,5,42,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,42,mae_log,0.0
Lake Erie,XGBoost,10,42,mae_log,8.326672684688674e-17
Lake Erie,MLP,10,42,anomaly_r2,7.105427357601002e-15
Lake Erie,PLSR,1,43,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,43,mae_log,2.7755575615628914e-17
Lake Erie,MLP,1,43,mae_log,5.551115123125783e-17
Lake Erie,PLSR,3,43,rer_log,2.7755575615628914e-17
Lake Erie,XGBoost,3,43,rer_log,5.551115123125783e-17
Lake Erie,MLP,3,43,mae_log,0.0
Lake Erie,PLSR,5,43,anomaly_r2,5.820766091346741e-11
Lake Erie,XGBoost,5,43,anomaly_r2,2.7755575615628914e-17
Lake Erie,MLP,5,43,rer_log,5.551115123125783e-17
Lake Erie,PLSR,10,43,rer_log,6.938893903907228e-17
Lake Erie,XGBoost,10,43,rer_log,2.7755575615628914e-17
Lake Erie,MLP,10,43,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,1,44,rer_log,6.938893903907228e-17
Lake Erie,XGBoost,1,44,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,44,mae_log,5.551115123125783e-17
Lake Erie,PLSR,3,44,rer_log,8.500145032286355e-17
Lake Erie,XGBoost,3,44,rer_log,5.551115123125783e-17
Lake Erie,MLP,3,44,mae_log,0.0
Lake Erie,PLSR,5,44,anomaly_r2,5.820766091346741e-11
Lake Erie,XGBoost,5,44,anomaly_r2,2.2737367544323206e-13
Lake Erie,MLP,5,44,rer_log,6.938893903907228e-17
Lake Erie,PLSR,10,44,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,44,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,44,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,45,rer_log,4.163336342344337e-17
Lake Erie,XGBoost,1,45,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,45,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,45,rer_log,4.5102810375396984e-17
Lake Erie,XGBoost,3,45,rer_log,5.551115123125783e-17
Lake Erie,MLP,3,45,mae_log,0.0
Lake Erie,PLSR,5,45,anomaly_r2,1.4210854715202004e-14
Lake Erie,XGBoost,5,45,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,5,45,rer_log,5.551115123125783e-17
Lake Erie,PLSR,10,45,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,45,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,45,rer_log,5.551115123125783e-17
Lake Erie,PLSR,1,46,rer_log,2.220446049250313e-16
Lake Erie,XGBoost,1,46,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,46,anomaly_r2,1.8189894035458565e-12
Lake Erie,PLSR,3,46,anomaly_r2,4.440892098500626e-16
Lake Erie,XGBoost,3,46,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,3,46,rer_log,5.551115123125783e-17
Lake Erie,PLSR,5,46,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,46,rer_log,8.326672684688674e-17
Lake Erie,MLP,5,46,anomaly_r2,2.9103830456733704e-11
Lake Erie,PLSR,10,46,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,46,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,46,anomaly_r2,4.547473508864641e-13
Lake Erie,PLSR,1,47,mae_log,0.0
Lake Erie,XGBoost,1,47,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,47,mae_log,0.0
Lake Erie,PLSR,3,47,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,47,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,47,mae_log,0.0
Lake Erie,PLSR,5,47,rer_log,2.7755575615628914e-17
Lake Erie,XGBoost,5,47,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,47,anomaly_r2,4.547473508864641e-13
Lake Erie,PLSR,10,47,rer_log,1.3877787807814457e-17
Lake Erie,XGBoost,10,47,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,47,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,48,rer_log,2.42861286636753e-17
Lake Erie,XGBoost,1,48,mae_log,8.326672684688674e-17
Lake Erie,MLP,1,48,mae_log,0.0
Lake Erie,PLSR,3,48,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,3,48,mae_log,5.551115123125783e-17
Lake Erie,MLP,3,48,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,5,48,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,48,mae_log,8.326672684688674e-17
Lake Erie,MLP,5,48,mae_log,0.0
Lake Erie,PLSR,10,48,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,48,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,48,rer_log,5.551115123125783e-17
Lake Erie,PLSR,1,49,mae_log,0.0
Lake Erie,XGBoost,1,49,rer_log,8.326672684688674e-17
Lake Erie,MLP,1,49,mae_log,0.0
Lake Erie,PLSR,3,49,anomaly_r2,1.8189894035458565e-12
Lake Erie,XGBoost,3,49,mae_log,0.0
Lake Erie,MLP,3,49,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,49,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,5,49,mae_log,5.551115123125783e-17
Lake Erie,MLP,5,49,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,49,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,10,49,rer_log,1.3877787807814457e-17
Lake Erie,MLP,10,49,anomaly_r2,5.820766091346741e-11
Lake Erie,PLSR,1,50,mae_log,0.0
Lake Erie,XGBoost,1,50,mae_log,0.0
Lake Erie,MLP,1,50,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,50,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,50,mae_log,5.551115123125783e-17
Lake Erie,MLP,3,50,rer_log,5.551115123125783e-17
Lake Erie,PLSR,5,50,anomaly_r2,7.105427357601002e-15
Lake Erie,XGBoost,5,50,anomaly_r2,6.938893903907228e-17
Lake Erie,MLP,5,50,spearman,5.551115123125783e-17
Lake Erie,PLSR,10,50,mae_log,0.0
Lake Erie,XGBoost,10,50,mae_log,0.0
Lake Erie,MLP,10,50,rer_log,3.8163916471489756e-17
Lake Erie,PLSR,1,51,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,51,mae_log,8.326672684688674e-17
Lake Erie,MLP,1,51,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,51,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,51,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,51,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,51,mae_log,0.0
Lake Erie,XGBoost,5,51,mae_log,2.7755575615628914e-17
Lake Erie,MLP,5,51,rer_log,2.7755575615628914e-17
Lake Erie,PLSR,10,51,spearman,2.7755575615628914e-17
Lake Erie,XGBoost,10,51,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,51,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,1,52,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,1,52,mae_log,8.326672684688674e-17
Lake Erie,MLP,1,52,mae_log,0.0
Lake Erie,PLSR,3,52,mae_log,0.0
Lake Erie,XGBoost,3,52,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,3,52,rer_log,5.551115123125783e-17
Lake Erie,PLSR,5,52,anomaly_r2,2.842170943040401e-14
Lake Erie,XGBoost,5,52,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,52,anomaly_r2,2.9103830456733704e-11
Lake Erie,PLSR,10,52,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,10,52,mae_log,8.326672684688674e-17
Lake Erie,MLP,10,52,rer_log,8.326672684688674e-17
Lake Erie,PLSR,1,53,mae_log,0.0
Lake Erie,XGBoost,1,53,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,53,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,53,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,53,mae_log,2.7755575615628914e-17
Lake Erie,MLP,3,53,anomaly_r2,8.326672684688674e-17
Lake Erie,PLSR,5,53,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,53,anomaly_r2,4.119968255444917e-17
Lake Erie,MLP,5,53,rer_log,5.551115123125783e-17
Lake Erie,PLSR,10,53,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,53,rer_log,8.326672684688674e-17
Lake Erie,MLP,10,53,rer_log,5.551115123125783e-17
Lake Erie,PLSR,1,54,mae_log,0.0
Lake Erie,XGBoost,1,54,rer_log,6.938893903907228e-18
Lake Erie,MLP,1,54,mae_log,0.0
Lake Erie,PLSR,3,54,anomaly_r2,5.684341886080802e-14
Lake Erie,XGBoost,3,54,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,3,54,anomaly_r2,3.637978807091713e-12
Lake Erie,PLSR,5,54,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,5,54,mae_log,8.326672684688674e-17
Lake Erie,MLP,5,54,mae_log,0.0
Lake Erie,PLSR,10,54,anomaly_r2,8.326672684688674e-17
Lake Erie,XGBoost,10,54,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,54,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,55,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,1,55,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,55,mae_log,8.326672684688674e-17
Lake Erie,PLSR,3,55,rer_log,6.028164079019405e-17
Lake Erie,XGBoost,3,55,mae_log,2.7755575615628914e-17
Lake Erie,MLP,3,55,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,5,55,spearman,5.551115123125783e-17
Lake Erie,XGBoost,5,55,mae_log,0.0
Lake Erie,MLP,5,55,rer_log,5.551115123125783e-17
Lake Erie,PLSR,10,55,anomaly_r2,3.637978807091713e-12
Lake Erie,XGBoost,10,55,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,55,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,1,56,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,1,56,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,1,56,mae_log,5.551115123125783e-17
Lake Erie,PLSR,3,56,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,3,56,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,3,56,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,5,56,mae_log,0.0
Lake Erie,XGBoost,5,56,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,56,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,56,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,10,56,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,56,mae_log,0.0
Lake Erie,PLSR,1,57,mae_log,0.0
Lake Erie,XGBoost,1,57,mae_log,0.0
Lake Erie,MLP,1,57,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,57,mae_log,0.0
Lake Erie,XGBoost,3,57,mae_log,5.551115123125783e-17
Lake Erie,MLP,3,57,mae_log,0.0
Lake Erie,PLSR,5,57,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,5,57,rer_log,2.7755575615628914e-17
Lake Erie,MLP,5,57,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,10,57,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,10,57,anomaly_r2,1.4551915228366852e-11
Lake Erie,MLP,10,57,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,58,mae_log,0.0
Lake Erie,XGBoost,1,58,mae_log,0.0
Lake Erie,MLP,1,58,mae_log,0.0
Lake Erie,PLSR,3,58,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,58,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,58,rer_log,8.326672684688674e-17
Lake Erie,PLSR,5,58,rer_log,7.632783294297951e-17
Lake Erie,XGBoost,5,58,mae_log,0.0
Lake Erie,MLP,5,58,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,10,58,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,10,58,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,58,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,59,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,1,59,mae_log,0.0
Lake Erie,MLP,1,59,mae_log,5.551115123125783e-17
Lake Erie,PLSR,3,59,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,3,59,mae_log,2.7755575615628914e-17
Lake Erie,MLP,3,59,mae_log,0.0
Lake Erie,PLSR,5,59,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,59,rer_log,2.7755575615628914e-17
Lake Erie,MLP,5,59,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,10,59,anomaly_r2,2.9103830456733704e-11
Lake Erie,XGBoost,10,59,mae_log,8.326672684688674e-17
Lake Erie,MLP,10,59,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,60,mae_log,0.0
Lake Erie,XGBoost,1,60,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,1,60,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,3,60,rer_log,5.898059818321144e-17
Lake Erie,XGBoost,3,60,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,60,mae_log,8.326672684688674e-17
Lake Erie,PLSR,5,60,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,60,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,60,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,60,mae_log,0.0
Lake Erie,XGBoost,10,60,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,60,anomaly_r2,5.820766091346741e-11
Lake Erie,PLSR,1,61,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,1,61,mae_log,0.0
Lake Erie,MLP,1,61,mae_log,8.326672684688674e-17
Lake Erie,PLSR,3,61,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,61,mae_log,0.0
Lake Erie,MLP,3,61,mae_log,8.326672684688674e-17
Lake Erie,PLSR,5,61,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,61,anomaly_r2,7.105427357601002e-15
Lake Erie,MLP,5,61,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,10,61,anomaly_r2,5.820766091346741e-11
Lake Erie,XGBoost,10,61,mae_log,2.7755575615628914e-17
Lake Erie,MLP,10,61,anomaly_r2,5.820766091346741e-11
Lake Erie,PLSR,1,62,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,62,mae_log,8.326672684688674e-17
Lake Erie,MLP,1,62,rer_log,6.071532165918825e-17
Lake Erie,PLSR,3,62,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,62,rer_log,5.551115123125783e-17
Lake Erie,MLP,3,62,mae_log,8.326672684688674e-17
Lake Erie,PLSR,5,62,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,62,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,5,62,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,62,anomaly_r2,9.020562075079397e-17
Lake Erie,XGBoost,10,62,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,10,62,rer_log,5.551115123125783e-17
Lake Erie,PLSR,1,63,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,1,63,mae_log,8.326672684688674e-17
Lake Erie,MLP,1,63,mae_log,0.0
Lake Erie,PLSR,3,63,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,63,mae_log,5.551115123125783e-17
Lake Erie,MLP,3,63,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,5,63,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,5,63,mae_log,5.551115123125783e-17
Lake Erie,MLP,5,63,mae_log,8.326672684688674e-17
Lake Erie,PLSR,10,63,anomaly_r2,2.220446049250313e-16
Lake Erie,XGBoost,10,63,mae_log,8.326672684688674e-17
Lake Erie,MLP,10,63,rer_log,5.551115123125783e-17
Lake Erie,PLSR,1,64,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,1,64,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,64,mae_log,0.0
Lake Erie,PLSR,3,64,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,3,64,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,64,mae_log,0.0
Lake Erie,PLSR,5,64,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,5,64,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,5,64,anomaly_r2,1.1368683772161603e-13
Lake Erie,PLSR,10,64,rer_log,2.7755575615628914e-17
Lake Erie,XGBoost,10,64,rer_log,2.7755575615628914e-17
Lake Erie,MLP,10,64,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,65,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,65,mae_log,2.7755575615628914e-17
Lake Erie,MLP,1,65,mae_log,8.326672684688674e-17
Lake Erie,PLSR,3,65,mae_log,0.0
Lake Erie,XGBoost,3,65,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,3,65,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,5,65,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,5,65,rer_log,9.020562075079397e-17
Lake Erie,MLP,5,65,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,65,anomaly_r2,9.71445146547012e-17
Lake Erie,XGBoost,10,65,mae_log,0.0
Lake Erie,MLP,10,65,mae_log,8.326672684688674e-17
Lake Erie,PLSR,1,66,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,1,66,rer_log,4.163336342344337e-17
Lake Erie,MLP,1,66,rer_log,8.413408858487514e-17
Lake Erie,PLSR,3,66,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,3,66,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,3,66,mae_log,2.7755575615628914e-17
Lake Erie,PLSR,5,66,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,5,66,mae_log,5.551115123125783e-17
Lake Erie,MLP,5,66,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,66,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,10,66,spearman,5.551115123125783e-17
Lake Erie,MLP,10,66,mae_log,8.326672684688674e-17
Lake Erie,PLSR,1,67,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,67,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,67,mae_log,5.551115123125783e-17
Lake Erie,PLSR,3,67,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,67,mae_log,8.326672684688674e-17
Lake Erie,MLP,3,67,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,5,67,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,5,67,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,67,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,67,rer_log,6.938893903907228e-17
Lake Erie,XGBoost,10,67,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,67,rer_log,5.551115123125783e-17
Lake Erie,PLSR,1,68,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,68,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,68,rer_log,2.7755575615628914e-17
Lake Erie,PLSR,3,68,rer_log,4.5102810375396984e-17
Lake Erie,XGBoost,3,68,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,3,68,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,68,anomaly_r2,1.862645149230957e-09
Lake Erie,XGBoost,5,68,anomaly_r2,1.862645149230957e-09
Lake Erie,MLP,5,68,mae_log,0.0
Lake Erie,PLSR,10,68,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,10,68,anomaly_r2,5.551115123125783e-17
Lake Erie,MLP,10,68,anomaly_r2,5.684341886080802e-14
Lake Erie,PLSR,1,69,mae_log,0.0
Lake Erie,XGBoost,1,69,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,69,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,3,69,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,69,rer_log,5.551115123125783e-17
Lake Erie,MLP,3,69,mae_log,0.0
Lake Erie,PLSR,5,69,rer_log,8.326672684688674e-17
Lake Erie,XGBoost,5,69,anomaly_r2,8.326672684688674e-17
Lake Erie,MLP,5,69,mae_log,5.551115123125783e-17
Lake Erie,PLSR,10,69,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,10,69,mae_log,8.326672684688674e-17
Lake Erie,MLP,10,69,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,70,rer_log,3.469446951953614e-17
Lake Erie,XGBoost,1,70,rer_log,5.551115123125783e-17
Lake Erie,MLP,1,70,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,70,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,3,70,rer_log,5.551115123125783e-17
Lake Erie,MLP,3,70,mae_log,0.0
Lake Erie,PLSR,5,70,anomaly_r2,2.842170943040401e-14
Lake Erie,XGBoost,5,70,rer_log,5.551115123125783e-17
Lake Erie,MLP,5,70,anomaly_r2,1.4551915228366852e-11
Lake Erie,PLSR,10,70,mae_log,0.0
Lake Erie,XGBoost,10,70,rer_log,5.551115123125783e-17
Lake Erie,MLP,10,70,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,71,rer_log,5.551115123125783e-17
Lake Erie,XGBoost,1,71,mae_log,0.0
Lake Erie,MLP,1,71,mae_log,0.0
Lake Erie,PLSR,3,71,mae_log,5.551115123125783e-17
Lake Erie,XGBoost,3,71,mae_log,0.0
Lake Erie,MLP,3,71,mae_log,8.326672684688674e-17
Lake Erie,PLSR,5,71,anomaly_r2,1.8189894035458565e-12
Lake Erie,XGBoost,5,71,mae_log,5.551115123125783e-17
Lake Erie,MLP,5,71,mae_log,0.0
Lake Erie,PLSR,10,71,rer_log,9.71445146547012e-17
Lake Erie,XGBoost,10,71,mae_log,0.0
Lake Erie,MLP,10,71,mae_log,5.551115123125783e-17
Lake Erie,PLSR,1,72,mae_log,0.0
Lake Erie,XGBoost,1,72,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,72,rer_log,5.551115123125783e-17
Lake Erie,PLSR,3,72,mae_log,0.0
Lake Erie,XGBoost,3,72,rer_log,6.245004513516506e-17
Lake Erie,MLP,3,72,mae_log,5.551115123125783e-17
Lake Erie,PLSR,5,72,rer_log,6.938893903907228e-17
Lake Erie,XGBoost,5,72,rer_log,2.7755575615628914e-17
Lake Erie,MLP,5,72,mae_log,0.0
Lake Erie,PLSR,10,72,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,10,72,mae_log,5.551115123125783e-17
Lake Erie,MLP,10,72,mae_log,8.326672684688674e-17
Lake Erie,PLSR,1,73,anomaly_r2,1.4551915228366852e-11
Lake Erie,XGBoost,1,73,mae_log,5.551115123125783e-17
Lake Erie,MLP,1,73,anomaly_r2,3.637978807091713e-12
Lake Erie,PLSR,3,73,rer_log,5.551115123125783e-17
